SEASON,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED
2021,Western Carolina,SC,25,11,99.4,106.7,0.3083,51.8,54.1,19.5,15.9,22.6,24.5,32.2,28.5,53.2,54.6,33.2,35.6,70.6,-11.6,,
2021,Troy,SB,25,11,92.7,103.9,0.2113,44.4,51.3,21.4,18.0,28.3,26.4,33.1,30.5,46.0,49.1,28.1,36.5,68.4,-13.1,,
2021,Northwestern St.,Slnd,28,11,96.7,110.3,0.1794,48.9,53.5,19.5,18.0,26.2,31.7,30.1,35.1,47.3,55.8,34.7,32.8,71.2,-12.5,,
2021,Siena,MAAC,17,12,99.3,102.1,0.4228,52.0,46.0,19.5,17.8,28.0,27.1,37.2,24.7,52.2,44.8,34.4,32.4,65.7,-3.7,,
2021,Jackson St.,SWAC,18,12,88.2,96.1,0.2704,44.7,43.8,21.6,22.0,28.9,26.6,42.2,41.2,42.0,43.1,34.0,30.3,68.9,-3.7,,
2021,Monmouth,MAAC,20,12,98.6,104.2,0.3456,48.5,48.6,17.7,20.9,25.7,28.5,38.2,38.4,45.4,48.2,36.3,32.9,74.3,-6.1,,
2021,New Mexico St.,WAC,17,12,104.7,103.7,0.5281,49.4,49.5,18.3,18.5,34.3,26.1,31.0,34.0,50.6,50.5,32.1,31.8,64.0,-5.7,,
2021,Santa Clara,WCC,19,12,100.8,99.2,0.5473,47.7,47.4,17.8,16.9,23.0,24.9,39.9,30.1,49.0,47.2,29.9,31.9,70.9,-3.1,,
2021,Marist,MAAC,21,12,92.9,100.3,0.2927,49.1,45.7,21.4,18.0,23.0,25.4,31.5,32.2,50.8,45.3,31.0,30.9,66.4,-7.4,,
2021,Army,Pat,20,12,99.2,101.0,0.4492,52.2,52.4,18.2,19.5,22.7,24.5,29.3,23.7,54.3,50.5,32.7,36.7,68.6,-5.2,,
2021,Detroit,Horz,22,12,108.3,108.8,0.4865,55.1,54.2,16.8,18.5,27.2,29.1,25.3,22.4,52.2,53.4,39.1,36.8,67.4,-6.8,,
2021,Cincinnati,Amer,23,12,102.5,97.9,0.6291,48.4,49.6,20.5,18.6,29.1,25.3,33.0,37.8,49.4,49.2,31.1,33.6,71.0,-2.9,,
2021,Miami OH,MAC,22,12,105.3,104.4,0.5248,50.5,51.8,16.3,18.1,27.9,29.0,25.5,27.4,48.1,51.1,36.2,35.3,65.8,-6.4,,
2021,Seattle,WAC,19,12,97.9,102.4,0.3736,46.5,50.5,15.7,21.7,26.3,30.1,28.4,40.4,45.6,50.0,31.8,34.3,69.3,-8.2,,
2021,UTEP,CUSA,21,12,102.7,99.9,0.5772,47.5,49.7,16.1,19.0,24.8,25.4,29.9,40.9,46.5,48.7,32.8,34.6,67.7,-6.6,,
2021,Fresno St.,MWC,22,12,100.5,101.7,0.4678,48.8,51.3,21.5,18.9,30.5,25.0,36.8,33.6,48.7,49.9,32.6,35.8,65.4,-6.0,,
2021,Grambling St.,SWAC,23,12,92.4,106.4,0.1647,47.8,46.8,21.6,21.0,26.0,31.6,41.9,38.1,47.0,44.0,33.3,34.3,70.0,-9.2,,
2021,Pepperdine,WCC,22,12,107.6,99.3,0.7147,50.5,50.2,17.9,17.6,23.2,27.4,32.7,34.3,51.5,55.4,32.5,27.8,71.2,-4.2,,
2021,Utah,P12,25,12,110.8,98.5,0.7942,53.1,51.2,18.4,19.6,23.6,29.5,28.8,27.3,53.0,49.6,35.5,36.0,67.6,-3.9,,
2021,TCU,B12,26,12,104.3,100.0,0.6203,49.9,50.7,20.9,17.0,28.9,29.3,32.4,29.3,49.5,51.0,33.8,33.5,67.0,-4.0,,
2021,Southern Illinois,MVC,25,12,99.3,102.1,0.4205,52.2,53.1,18.5,19.0,16.6,25.6,29.8,23.9,49.7,54.1,37.2,34.4,66.2,-8.1,,
2021,Indiana,B10,27,12,108.3,94.4,0.8278,48.5,48.8,17.2,17.6,25.5,27.4,41.5,33.5,48.5,48.1,32.4,33.4,66.3,-1.2,,
2021,UNLV,MWC,25,12,103.5,103.4,0.5028,50.7,51.9,19.6,17.7,28.8,25.0,21.4,33.7,49.8,48.1,34.6,37.9,66.0,-7.7,,
2021,Longwood,BSth,27,12,97.9,104.0,0.3329,49.8,51.7,19.8,20.6,28.1,26.9,31.5,33.8,48.6,56.1,34.6,31.0,65.2,-12.5,,
2021,Bradley,MVC,26,12,102.7,102.6,0.5027,49.9,51.1,18.9,17.8,28.0,26.2,22.6,30.2,51.6,46.4,31.4,38.1,66.0,-9.8,,
2021,Oakland,Horz,30,12,102.8,108.5,0.3497,48.7,55.4,17.8,18.7,30.0,33.6,33.2,21.3,47.7,55.0,33.3,37.3,70.3,-11.5,,
2021,Chicago St.,WAC,9,0,85.0,117.2,0.0241,41.3,60.1,21.8,16.2,16.6,37.9,25.4,32.8,43.9,60.6,25.1,39.5,70.5,-5.8,,
2021,North Carolina St.,ACC,23,13,110.6,97.2,0.8152,52.7,51.6,18.7,22.0,30.1,32.5,32.1,29.4,51.7,50.6,36.6,35.7,68.0,-1.6,,
2021,Montana St.,BSky,21,13,98.9,105.3,0.3256,49.7,49.7,17.8,18.8,24.3,26.7,40.3,37.2,50.5,48.5,32.0,34.4,68.3,-7.1,,
2021,Hofstra,CAA,23,13,106.3,106.6,0.4906,50.8,51.1,17.5,17.4,29.3,28.9,33.2,25.8,51.7,51.4,33.0,33.8,68.4,-5.8,,
2021,Florida Atlantic,CUSA,19,13,102.2,101.4,0.5232,51.4,49.7,20.4,18.6,31.6,23.3,30.1,38.0,50.2,47.7,35.4,35.4,68.3,-7.3,,
2021,Cal Baptist,WAC,19,13,104.8,109.8,0.3682,54.0,51.7,19.7,16.1,27.3,27.9,37.1,37.2,50.4,50.0,39.6,36.8,70.6,-7.2,,
2021,Duke,ACC,24,13,115.1,97.1,0.8758,53.7,51.3,18.3,19.8,32.0,29.0,23.4,31.9,54.3,50.4,35.1,35.5,68.5,-1.8,,
2021,North Alabama,ASun,20,13,94.7,106.2,0.2111,48.2,51.3,20.3,18.6,26.1,24.2,28.3,35.7,47.3,49.8,33.0,35.6,70.3,-8.5,,
2021,Idaho St.,BSky,19,13,92.3,101.6,0.2485,47.2,48.0,23.5,18.1,30.8,26.3,38.7,35.6,48.3,45.1,30.2,36.5,64.6,-8.5,,
2021,East Tennessee St.,SC,23,13,102.7,100.2,0.5688,50.3,50.4,20.3,19.8,30.5,26.5,29.8,31.6,49.0,49.3,34.9,34.4,65.8,-7.3,,
2021,VMI,SC,22,13,106.2,106.2,0.498,53.8,50.5,16.9,13.4,22.6,25.7,28.8,23.3,52.4,50.8,37.0,33.4,70.3,-7.5,,
2021,The Citadel,SC,21,13,102.8,109.4,0.3279,51.8,52.8,16.1,13.9,22.5,25.7,33.5,25.9,53.8,55.8,32.8,31.6,74.0,-8.4,,
2021,Providence,BE,26,13,107.7,94.7,0.8151,48.3,48.6,17.2,16.8,29.1,29.9,31.6,30.1,48.5,50.6,32.0,29.7,66.7,-1.8,,
2021,Murray St.,OVC,24,13,103.9,102.7,0.5331,54.7,49.6,19.3,19.5,27.6,26.1,26.1,31.4,54.6,50.1,36.6,32.6,66.3,-10.4,,
2021,Georgia Southern,SB,22,13,94.8,102.3,0.2935,48.0,51.0,21.4,22.1,30.4,31.0,29.1,31.4,49.1,48.9,30.9,36.2,66.9,-10.5,,
2021,UT Arlington,SB,23,13,97.6,105.7,0.2869,46.1,50.0,16.1,19.6,26.9,32.3,26.2,29.4,41.7,47.5,35.3,36.7,69.6,-9.6,,
2021,Marquette,BE,27,13,107.4,95.8,0.7885,50.6,47.7,20.9,15.9,29.1,28.3,35.0,30.0,51.9,45.8,32.3,33.9,67.9,-2.1,,
2021,Auburn,SEC,27,13,110.5,98.7,0.786,51.2,49.6,21.9,18.5,35.0,31.7,36.2,31.6,53.1,49.9,32.6,32.7,71.0,-2.2,,
2021,Louisville,ACC,20,13,106.6,94.7,0.7967,47.8,48.4,17.2,16.6,32.0,26.2,32.1,29.8,48.4,50.3,30.8,30.5,66.1,1.3,,
2021,Bellarmine,ASun,18,13,107.5,107.6,0.4978,55.9,55.8,17.5,23.3,26.4,28.6,28.4,28.2,55.9,52.4,37.1,39.5,64.5,-4.8,,
2021,James Madison,CAA,17,13,104.4,101.7,0.5761,50.5,49.6,16.7,20.8,27.9,28.2,40.8,33.4,50.9,50.3,33.3,32.6,72.0,-4.5,,
2021,Wagner,NEC,20,13,101.3,105.5,0.385,49.1,50.3,18.1,20.9,34.8,28.1,28.0,44.3,49.7,49.3,31.8,34.5,65.3,-5.0,,
2021,Richmond,A10,20,13,109.7,97.5,0.796,53.0,52.4,15.0,21.3,19.5,27.9,30.8,28.9,53.9,54.8,34.3,32.2,69.3,-1.4,,
2021,Davidson,A10,20,13,112.9,100.3,0.7959,55.5,49.3,17.3,16.2,28.3,22.2,27.1,28.9,56.9,48.7,36.0,33.4,63.3,-2.1,,
2021,Xavier,BE,21,13,109.8,96.8,0.8087,52.1,47.6,15.8,16.4,26.8,27.3,25.9,23.5,54.3,45.7,32.5,33.8,68.4,-0.6,,
2021,George Mason,A10,21,13,101.4,98.0,0.5956,48.7,50.3,17.6,19.3,30.3,22.9,29.3,28.6,48.5,48.4,32.7,35.7,68.2,-3.9,,
2021,Loyola Marymount,WCC,22,13,107.0,99.8,0.6909,51.7,50.8,23.4,17.3,32.6,20.7,41.3,34.8,52.2,50.3,33.8,34.5,66.4,-2.5,,
2021,Northern Kentucky,Horz,25,14,102.8,108.2,0.3578,50.6,51.7,18.6,18.9,34.9,32.7,27.8,32.5,53.7,50.8,30.7,35.5,65.1,-7.8,,
2021,Saint Peter's,MAAC,25,14,90.2,95.2,0.3505,45.6,44.9,21.8,22.5,30.4,27.7,32.7,39.5,44.1,41.6,32.3,33.6,67.2,-8.1,,
2021,Bowling Green,MAC,24,14,104.5,103.6,0.5247,48.1,51.5,13.7,19.1,30.3,29.2,28.9,30.1,48.4,51.7,31.8,34.1,70.5,-5.5,,
2021,Wyoming,MWC,25,14,108.4,107.6,0.521,53.7,52.9,15.9,18.1,22.9,27.8,35.3,33.9,53.9,54.4,35.7,33.0,69.4,-5.2,,
2021,South Dakota,Sum,24,14,106.7,105.9,0.5209,53.2,49.5,15.4,15.4,21.7,24.4,33.1,35.3,50.5,47.3,39.1,35.4,69.2,-7.3,,
2021,Georgia,SEC,25,14,108.2,99.7,0.7198,50.7,52.5,21.5,21.6,32.8,32.3,34.3,31.4,51.8,53.3,32.3,34.2,73.3,-2.2,,
2021,Seton Hall,BE,27,14,109.5,94.8,0.8401,50.0,49.4,18.9,19.2,29.7,29.8,35.7,27.3,51.1,46.6,32.1,36.6,67.1,-1.0,,
2021,Austin Peay,OVC,25,14,104.3,106.9,0.4316,50.4,54.8,21.2,22.3,35.7,29.6,29.4,32.9,50.6,54.5,33.3,36.9,66.9,-10.4,,
2021,Stanford,P12,27,14,103.8,93.6,0.7679,51.4,48.3,21.0,20.3,25.1,28.7,36.5,27.0,52.8,46.9,32.2,33.6,69.4,-2.4,,
2021,Washington St.,P12,27,14,101.1,93.6,0.7087,47.9,46.6,21.6,18.5,30.8,26.0,34.7,32.7,45.7,46.4,34.1,31.3,68.0,-4.5,,
2021,Minnesota,B10,29,14,107.4,95.7,0.7911,45.0,49.7,15.5,19.0,29.0,31.3,36.7,34.3,46.7,48.3,28.4,35.2,70.5,-1.1,,
2021,Saint Louis,A10,20,14,110.1,95.0,0.8447,51.8,48.0,17.6,19.6,36.1,22.0,30.5,36.3,51.4,46.8,35.2,33.3,68.0,-0.7,,
2021,UMBC,AE,20,14,100.0,100.2,0.4946,50.3,46.5,18.8,17.9,25.8,24.3,36.6,25.6,49.8,44.5,34.1,32.9,68.2,-3.8,,
2021,UC Riverside,BW,22,14,102.5,97.5,0.6384,52.5,45.8,17.6,16.4,26.1,23.8,22.0,28.6,50.3,44.7,36.9,31.9,66.8,-4.7,,
2021,Morgan St.,MEAC,19,14,99.9,105.3,0.3543,48.7,48.0,20.7,22.1,34.5,29.5,37.5,42.9,48.2,50.2,32.9,29.9,71.6,-6.3,,
2021,Dayton,A10,23,14,107.5,98.6,0.7304,55.5,48.4,21.4,17.5,23.7,28.4,34.5,26.7,55.0,48.7,37.4,31.8,65.8,-1.9,,
2021,Saint Mary's,WCC,23,14,99.2,89.2,0.7715,47.6,47.6,17.1,18.8,26.0,22.0,27.7,27.7,49.8,45.9,29.3,34.8,63.6,-0.7,,
2021,Indiana St.,MVC,24,15,101.5,97.9,0.6002,48.9,51.5,18.3,21.7,25.3,27.4,36.3,28.3,47.9,52.6,33.8,33.1,67.0,-3.9,,
2021,Cal St. Bakersfield,BW,24,15,102.3,102.4,0.4963,48.4,50.6,19.6,20.6,38.5,25.7,26.9,42.3,47.6,49.4,33.8,34.9,63.8,-6.2,,
2021,UTSA,CUSA,22,15,106.2,104.9,0.5332,49.4,50.9,15.7,18.1,26.5,26.9,23.7,38.3,49.2,49.8,33.1,35.1,71.9,-6.4,,
2021,Lipscomb,ASun,23,15,100.2,106.5,0.3311,51.2,51.5,17.4,18.4,23.2,28.4,36.5,22.7,51.2,53.4,34.1,32.8,66.5,-8.9,,
2021,Radford,BSth,25,15,97.9,103.9,0.3351,50.5,49.9,23.2,18.0,33.4,24.5,40.2,25.0,52.9,46.0,30.9,37.2,63.9,-8.8,,
2021,Youngstown St.,Horz,23,15,101.7,108.2,0.3275,48.7,54.3,16.7,18.7,32.9,29.0,31.6,26.3,50.1,54.1,30.9,36.4,67.4,-9.3,,
2021,North Dakota St.,Sum,27,15,101.9,102.0,0.4988,50.4,49.9,18.7,13.8,28.7,19.7,33.6,26.3,49.9,49.5,34.1,33.7,64.9,-7.2,,
2021,Montana,BSky,23,15,98.4,102.4,0.3874,48.9,49.6,19.4,18.2,22.7,29.1,35.9,40.4,46.5,50.2,36.6,32.4,65.9,-8.6,,
2021,Rice,CUSA,25,15,103.3,106.0,0.4244,52.6,51.8,21.1,17.1,26.7,26.8,26.3,22.0,51.2,50.7,36.1,35.8,69.7,-7.6,,
2021,Mississippi St.,SEC,29,15,105.4,94.1,0.7875,49.6,47.0,21.9,17.5,36.4,27.6,32.9,24.1,49.4,45.9,33.6,32.3,65.6,-3.0,,
2021,Navy,Pat,18,15,103.6,101.9,0.5481,50.1,52.4,18.2,22.4,32.4,24.9,33.0,32.5,50.6,53.7,32.7,33.5,66.7,-0.5,,
2021,Bryant,NEC,20,15,103.3,102.6,0.5186,53.7,46.5,20.6,17.0,29.1,29.7,34.6,27.0,51.5,48.6,37.9,28.9,74.0,-3.9,,
2021,Marshall,CUSA,22,15,108.8,102.0,0.6772,54.8,49.9,16.3,19.8,23.8,28.2,24.2,27.5,55.5,47.7,36.0,35.9,73.0,-2.7,,
2021,Old Dominion,CUSA,22,15,100.8,99.4,0.5391,48.6,50.0,18.5,19.4,27.9,25.7,31.3,29.4,50.6,47.5,29.4,35.6,67.5,-3.1,,
2021,Akron,MAC,21,15,106.6,102.0,0.6237,51.5,48.6,17.0,16.4,30.0,28.8,30.7,27.3,52.7,49.3,33.4,31.6,68.4,-3.1,,
2021,Kent St.,MAC,22,15,104.0,100.8,0.5891,50.8,49.6,19.3,17.6,34.2,28.6,28.1,27.9,51.3,47.5,33.5,35.3,69.7,-2.8,,
2021,Wofford,SC,22,15,104.8,103.1,0.546,54.9,52.0,18.9,18.6,25.5,28.0,24.3,25.4,56.6,52.2,35.6,34.5,65.8,-4.8,,
2021,Nevada,MWC,25,16,108.0,100.1,0.7038,51.3,48.4,18.3,17.8,24.3,24.3,38.9,41.4,50.0,46.9,35.5,33.6,70.3,-2.8,,
2021,Mississippi,SEC,27,16,106.4,91.5,0.8493,48.9,48.6,20.4,22.7,34.8,27.2,34.4,33.0,50.6,45.8,29.9,35.7,65.1,-1.3,,
2021,St. John's,BE,27,16,110.7,98.3,0.7974,50.4,52.6,16.8,21.9,29.2,30.5,28.6,31.8,49.8,53.3,34.4,34.2,73.8,-0.6,,
2021,Stephen F. Austin,Slnd,18,16,102.9,102.5,0.5124,55.0,50.9,23.4,24.5,36.5,27.2,44.0,42.2,57.1,50.5,32.2,34.5,69.7,-2.7,,
2021,Prairie View A&M,SWAC,21,16,94.9,101.0,0.3277,50.3,47.3,19.4,25.7,30.9,31.4,26.9,46.3,53.0,47.1,30.4,31.8,68.9,-3.2,,
2021,Georgia St.,SB,20,16,105.3,104.2,0.5298,51.3,48.8,16.8,19.7,30.9,32.5,32.6,34.6,51.0,47.2,34.5,34.1,70.8,-3.3,,
2021,Coastal Carolina,SB,19,16,99.1,101.6,0.4284,50.0,45.9,21.8,18.1,35.5,27.2,32.2,29.8,48.7,45.3,34.6,31.0,70.7,-5.3,,
2021,South Dakota St.,Sum,22,16,108.6,105.6,0.5789,56.5,51.2,17.3,15.3,24.0,21.1,38.0,26.3,53.9,49.9,40.9,35.5,71.3,-3.2,,
2021,Memphis,Amer,24,16,103.2,86.3,0.8872,50.4,43.9,22.4,22.4,33.7,24.9,34.2,36.1,48.8,45.9,35.4,27.1,72.3,-1.0,,
2021,Buffalo,MAC,23,16,106.7,95.8,0.7765,51.1,46.2,18.4,17.6,37.4,26.8,30.4,29.5,51.1,48.0,34.0,28.3,73.5,-3.5,,
2021,Furman,SC,22,16,108.1,100.5,0.6987,56.7,51.5,17.8,20.5,26.3,27.4,25.8,28.7,60.8,51.5,34.8,34.3,68.2,-4.7,,
2021,Campbell,BSth,25,17,102.8,106.2,0.4054,55.7,52.0,18.5,21.5,19.6,30.9,33.8,30.5,55.4,55.4,37.4,31.0,64.2,-6.7,,
2021,South Alabama,SB,24,17,101.9,107.1,0.363,50.8,49.7,17.7,19.3,26.4,33.0,31.0,24.6,49.4,49.1,35.1,33.5,66.8,-8.2,,
2021,Weber St.,BSky,20,17,105.7,104.3,0.5383,56.4,49.9,17.2,18.9,22.4,24.5,36.8,32.2,57.3,48.3,36.6,35.2,71.8,-3.4,,
2021,Missouri St.,MVC,22,17,105.3,99.0,0.6708,54.2,47.5,18.2,14.2,23.8,22.2,30.6,28.0,55.2,46.4,35.0,33.0,69.0,-2.8,,
2021,Arizona,P12,26,17,113.1,96.9,0.8559,50.5,49.2,17.2,18.0,34.3,24.4,41.8,32.4,48.1,48.0,37.2,34.1,68.1,-0.6,,
2021,Louisiana Lafayette,SB,24,17,101.2,104.9,0.3978,50.3,48.4,20.4,17.2,32.2,27.9,30.1,30.3,48.8,46.7,35.6,34.9,71.1,-5.9,,
2021,Mercer,SC,26,18,105.2,102.8,0.5658,54.3,50.2,18.0,16.8,26.1,26.0,24.8,27.1,53.9,52.1,36.6,31.4,67.9,-6.3,,
2021,Wright St.,Horz,24,18,107.0,96.8,0.759,54.4,45.1,18.0,16.6,34.1,24.9,34.5,21.8,53.8,44.8,37.0,30.6,71.4,-3.6,,
2021,Colorado St.,MWC,23,18,106.4,96.5,0.7542,54.9,47.5,20.0,19.9,24.6,26.0,33.9,27.8,55.7,49.6,36.0,29.9,69.3,0.2,,
2021,Texas St.,SB,23,18,99.6,99.3,0.5073,51.8,49.7,20.1,22.7,28.6,26.5,27.1,33.3,49.1,47.5,39.4,35.2,62.9,-4.4,,
2021,Nicholls St.,Slnd,24,18,98.0,104.1,0.3331,51.0,49.2,17.6,20.6,28.6,28.0,27.8,34.4,53.0,47.6,31.8,34.8,71.8,-4.1,,
2021,Boise St.,MWC,25,18,107.7,96.7,0.7753,52.1,48.7,16.5,20.2,27.3,23.8,34.4,28.0,52.4,48.5,34.4,32.6,69.3,-0.7,,
2021,Chattanooga,SC,24,18,102.9,101.1,0.5488,50.4,51.9,15.9,18.8,22.6,25.1,28.1,23.4,48.6,52.2,35.4,34.3,66.8,-4.3,,
2021,UC Irvine,BW,25,18,99.0,94.3,0.6357,47.3,45.6,18.9,18.2,31.1,24.7,29.1,28.1,46.7,43.2,32.9,32.9,67.8,-3.7,,
2021,Jacksonville St.,OVC,25,18,104.5,104.1,0.5115,52.5,48.1,19.9,15.7,32.2,28.0,31.0,25.5,52.8,47.5,34.6,32.7,66.1,-5.2,,
2021,Sam Houston St.,Slnd,24,19,100.4,102.2,0.4483,50.4,48.5,20.3,22.0,29.3,32.7,30.0,39.5,49.1,50.3,34.8,30.3,71.0,-4.4,,
2021,Southern Utah,BSky,19,20,106.6,105.9,0.5196,52.4,51.7,16.0,17.0,29.2,23.9,39.4,31.2,54.0,50.4,33.4,35.8,70.3,-1.7,,
2021,Western Kentucky,CUSA,27,20,104.6,96.4,0.7187,51.0,48.9,21.2,19.0,32.1,24.4,36.2,22.2,50.6,45.8,34.5,35.8,68.1,-0.4,,
2021,Louisiana Tech,CUSA,27,21,102.7,93.4,0.7479,50.5,45.6,18.4,18.8,27.1,23.4,35.3,26.4,49.7,46.4,34.6,29.6,69.6,-1.7,,
2021,Toledo,MAC,29,21,113.3,101.8,0.7743,54.3,48.3,15.5,17.4,29.6,30.7,28.5,23.4,52.5,51.0,37.7,29.5,69.1,-2.1,,
2021,UAB,CUSA,27,22,102.5,94.6,0.7153,48.6,47.0,15.6,23.6,29.0,25.4,29.9,27.1,49.4,46.1,31.1,32.4,67.5,-2.7,,
2021,Eastern Kentucky,OVC,27,22,101.5,102.3,0.4749,51.2,51.0,16.6,24.3,26.8,30.2,25.6,32.2,49.6,51.8,35.8,33.0,75.1,-3.8,,
2021,Belmont,OVC,29,26,108.5,101.6,0.6786,56.3,49.3,16.6,20.3,26.1,27.2,27.9,24.6,59.4,48.2,34.7,34.0,71.1,-1.1,,
2022,Gonzaga,WCC,32,28,120.3,89.9,0.9662,58.7,43.1,15.7,16.3,29.1,23.4,30.6,22.7,60.4,41.8,37.0,30.5,72.6,6.7,S16,1.0
2022,Kansas,B12,40,34,119.8,91.3,0.958,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,53.6,46.4,36.1,29.8,69.1,10.4,Champions,1.0
2022,Baylor,B12,34,27,117.8,91.3,0.9491,52.8,47.8,17.9,22.9,36.3,28.8,29.0,27.7,53.6,49.2,34.3,30.2,67.6,8.9,R32,1.0
2022,Arizona,P12,37,33,118.0,93.7,0.9341,55.6,44.4,18.3,17.4,34.7,28.6,34.9,24.0,57.0,41.8,35.3,32.8,72.3,8.8,S16,1.0
2022,Duke,ACC,39,32,122.7,96.0,0.944,55.6,47.1,15.0,15.7,31.7,28.9,28.6,19.1,56.0,46.6,36.6,32.0,67.4,7.2,F4,2.0
2022,Villanova,BE,38,30,117.2,93.0,0.9346,51.5,47.3,15.5,18.4,31.2,28.9,29.8,25.0,49.5,48.1,35.9,30.8,62.2,7.3,F4,2.0
2022,Kentucky,SEC,34,26,119.4,95.4,0.9295,53.1,46.9,16.7,17.5,37.7,24.9,28.0,25.4,53.5,47.3,34.7,30.8,67.8,6.9,R64,2.0
2022,Auburn,SEC,34,28,111.7,90.0,0.9228,49.9,44.1,16.7,20.0,33.7,28.9,31.6,34.2,51.3,42.8,31.8,31.0,70.0,7.4,R32,2.0
2022,Texas Tech,B12,37,27,110.5,85.4,0.9509,52.6,45.8,19.8,23.2,33.2,25.8,35.1,31.9,54.9,44.5,32.1,31.5,66.3,6.6,S16,3.0
2022,Tennessee,SEC,35,27,111.3,87.1,0.9439,50.7,46.4,17.7,22.9,32.4,27.2,29.0,31.5,48.5,46.0,35.9,31.3,67.4,8.0,R32,3.0
2022,Purdue,B10,37,29,121.6,97.5,0.9267,56.5,49.1,17.5,14.0,35.2,23.8,38.2,21.6,55.8,48.6,38.4,33.2,66.0,7.0,S16,3.0
2022,Wisconsin,B10,33,25,108.7,93.4,0.8511,47.7,49.0,13.0,17.0,25.9,24.4,32.4,27.2,48.7,49.0,30.7,32.5,66.4,6.5,R32,3.0
2022,UCLA,P12,35,27,115.8,92.2,0.9321,50.6,47.6,13.2,19.4,31.3,25.3,29.5,28.3,49.5,47.3,35.4,32.1,65.4,5.1,S16,4.0
2022,Illinois,B10,33,23,111.9,93.0,0.8943,52.5,46.0,18.1,15.5,33.1,26.6,32.0,28.2,51.4,45.2,35.9,31.9,67.1,4.2,R32,4.0
2022,Arkansas,SEC,37,28,108.7,90.7,0.8894,48.6,47.5,16.9,20.5,29.6,25.3,37.2,31.9,50.1,46.8,30.4,32.4,70.6,4.5,E8,4.0
2022,Providence,BE,33,27,111.4,95.5,0.8554,50.0,46.3,17.0,15.6,30.3,27.4,37.0,27.0,49.0,47.1,34.4,30.0,65.3,5.9,S16,4.0
2022,Houston,Amer,38,32,116.5,88.5,0.9595,53.1,43.3,16.9,21.7,37.7,28.0,29.0,34.7,54.5,43.4,33.8,28.8,63.7,6.2,E8,5.0
2022,Iowa,B10,36,26,121.1,97.2,0.9265,53.3,49.7,13.0,19.2,32.3,30.0,30.0,26.3,52.5,49.9,36.3,32.9,69.8,4.5,R64,5.0
2022,Saint Mary's,WCC,33,26,109.8,90.5,0.9024,52.7,48.3,17.0,19.2,27.4,21.7,23.3,25.1,52.5,47.0,35.5,34.3,63.7,3.9,R32,5.0
2022,Connecticut,BE,33,23,113.2,95.9,0.8709,49.6,46.0,17.3,18.0,37.9,27.6,30.5,31.7,48.0,42.6,35.2,35.3,65.0,3.1,R64,5.0
2022,Texas,B12,34,22,112.5,91.5,0.9152,50.1,47.0,17.8,23.0,31.6,29.8,32.0,39.0,50.5,46.6,33.0,31.8,63.5,3.4,R32,6.0
2022,LSU,SEC,34,22,106.3,89.6,0.8766,49.4,45.1,20.7,25.1,33.8,30.9,33.4,37.8,50.4,47.6,31.6,28.2,68.7,2.3,R64,6.0
2022,Alabama,SEC,33,19,115.2,98.3,0.8612,51.3,49.8,19.8,17.9,35.3,30.5,32.9,34.8,55.9,49.3,30.9,33.8,71.8,2.0,R64,6.0
2022,Colorado St.,MWC,30,25,111.9,98.1,0.819,54.8,50.1,15.2,18.5,21.9,25.0,29.6,25.6,55.7,51.0,35.6,32.7,65.6,4.3,R64,6.0
2022,Ohio St.,B10,32,20,115.5,98.5,0.8612,54.3,47.6,17.1,15.5,29.3,28.7,33.4,29.1,54.0,45.8,36.5,33.8,65.1,1.3,R32,7.0
2022,Michigan St.,B10,36,23,111.6,96.6,0.8405,52.0,48.1,18.8,15.3,30.7,27.1,29.9,28.3,49.6,48.5,37.8,31.6,67.6,2.9,R32,7.0
2022,Murray St.,OVC,31,31,110.0,96.2,0.8241,52.6,48.1,17.1,20.4,35.3,25.7,32.4,26.0,53.2,50.5,34.5,29.7,66.0,3.5,R32,7.0
2022,USC,P12,34,26,108.6,96.2,0.8021,51.2,44.7,17.9,14.4,33.5,26.7,30.9,26.8,50.1,42.0,35.7,33.2,66.2,4.1,R64,7.0
2022,North Carolina,ACC,39,29,114.4,93.5,0.9113,51.5,48.6,16.4,13.6,31.9,21.6,30.3,21.4,50.1,47.5,35.8,33.7,70.1,4.3,2ND,8.0
2022,San Diego St.,MWC,32,23,102.4,86.9,0.8675,48.7,44.1,19.3,21.9,29.5,27.3,31.1,31.0,46.7,43.5,35.4,30.0,65.3,2.6,R64,8.0
2022,Boise St.,MWC,34,27,107.6,92.9,0.8434,50.7,48.3,18.4,20.2,30.6,22.4,35.2,25.9,50.6,48.0,34.0,32.6,64.5,3.5,R64,8.0
2022,Seton Hall,BE,31,21,105.4,93.4,0.8,47.2,45.6,17.7,18.5,32.3,29.1,30.5,27.8,45.8,45.1,33.2,31.1,67.6,1.9,R64,8.0
2022,Memphis,Amer,33,22,112.4,92.6,0.9028,52.3,46.6,22.5,20.4,37.4,30.9,37.8,33.2,51.9,45.5,35.5,32.0,70.0,1.4,R32,9.0
